energy,condition,volume,weight,machine_id,speed
865.5,C000AL,94.0,16.0,M2,11.5
867.1,C000S,94.0,16.0,M1,11.5
1283.9,C000AF,135.0,20.0,M4,7.8
888.7,C000O,96.0,15.0,M2,11.3
1046.7,C000AY,113.0,18.0,M1,9.6
1032.1,C000F,110.0,16.0,M1,9.7
1218.2,C000J,128.0,18.0,M4,8.2
976.9,C000AJ,104.0,16.0,M1,10.1
1040.0,C000Z,114.0,17.0,M1,9.7
940.1,C000O,102.0,16.0,M1,10.7
1231.7,C000X,131.0,21.0,M1,8.1
543.2,C000AZ,61.0,11.0,M1,18.7
1241.4,C000A,132.0,19.0,M1,8.1
978.3,C000F,102.0,16.0,M1,10.2
1133.4,C000X,121.0,18.0,M1,8.8
1332.4,C000X,144.0,19.0,M1,7.5
845.3,C000N,92.0,15.0,M2,11.7
1174.4,C000X,123.0,20.0,M4,8.5
1629.7,C000X,171.0,24.0,M1,6.1
876.5,C000F,95.0,16.0,M1,11.5
1137.8,C000X,120.0,19.0,M1,8.8
922.8,C000Y,100.0,17.0,M2,10.9
855.6,C000Y,93.0,17.0,M1,11.9
852.9,C000Y,92.0,16.0,M2,11.6
1060.3,C000F,111.0,18.0,M1,9.4
1197.5,C000X,127.0,18.0,M2,8.4
1130.2,C000X,120.0,19.0,M1,8.9
759.5,C000E,83.0,15.0,M2,13.1
1162.7,C000AI,122.0,18.0,M1,8.6
1271.3,C000AF,133.0,20.0,M4,7.9
800.8,C000Y,87.0,16.0,M1,12.5
1007.6,C000AJ,108.0,17.0,M2,10.0
910.5,C000Y,98.0,18.0,M2,11.0
1263.2,C000W,132.0,21.0,M1,7.9
859.3,C000Z,93.0,16.0,M1,11.7
788.2,C000Z,84.0,13.0,M1,12.7
1105.7,C000AJ,118.0,18.0,M2,9.0
1409.9,C000AK,150.0,23.0,M4,7.1
1359.8,C000AK,142.0,20.0,M1,7.3
827.9,C000AL,88.0,14.0,M2,12.0
1283.2,C000D,135.0,22.0,M1,7.8
1028.8,C000F,110.0,17.0,M1,9.8
1292.5,C000X,137.0,20.0,M1,7.8
758.5,C000Y,82.0,13.0,M1,13.1
1362.6,C000AK,143.0,21.0,M1,7.3
792.5,C000T,87.0,16.0,M1,12.5
1051.0,C000V,113.0,16.0,M1,9.4
973.8,C000T,106.0,18.0,M1,10.3
832.5,C000Y,89.0,16.0,M2,12.1
938.6,C000AL,102.0,17.0,M2,10.6
819.7,C000K,89.0,14.0,M1,12.2
790.7,C000Y,85.0,15.0,M1,12.8
853.0,C000T,93.0,16.0,M1,11.7
1049.8,C000AJ,115.0,20.0,M1,9.5
796.2,C000T,87.0,15.0,M1,12.6
1210.4,C000W,127.0,21.0,M1,8.2
936.6,C000AY,99.0,16.0,M1,10.7
1033.5,C000AY,112.0,17.0,M4,9.7
761.4,C000F,82.0,14.0,M1,13.2
1244.3,C000J,131.0,20.0,M1,8.0
776.2,C000O,84.0,15.0,M1,12.8
1021.5,C000AY,108.0,16.0,M1,9.8
929.5,C000F,102.0,17.0,M2,10.6
860.1,C000O,94.0,16.0,M1,11.5
1264.3,C000X,131.0,21.0,M4,7.9
1118.1,C000X,120.0,17.0,M1,9.0
793.9,C000N,87.0,15.0,M2,12.6
1187.4,C000X,125.0,18.0,M1,8.4
768.3,C000T,85.0,14.0,M1,12.9
1347.5,C000AK,141.0,22.0,M4,7.4
1184.6,C000J,125.0,17.0,M4,8.4
897.8,C000N,98.0,18.0,M2,11.2
901.0,C000O,98.0,16.0,M2,11.1
1132.9,C000AY,121.0,17.0,M1,8.8
1185.3,C000X,127.0,19.0,M1,8.4
822.3,C000AQ,89.0,16.0,M1,12.3
1083.3,C000X,117.0,16.0,M4,9.2
1203.2,C000W,128.0,16.0,M1,8.3
814.9,C000O,88.0,13.0,M1,12.3
1118.7,C000AY,117.0,19.0,M1,8.9
886.8,C000T,95.0,16.0,M1,11.2
947.3,C000D,100.0,17.0,M4,10.5
816.0,C000T,88.0,15.0,M1,12.1
1120.8,C000AK,120.0,18.0,M2,8.9
1126.6,C000AK,118.0,18.0,M2,8.8
813.1,C000Y,88.0,16.0,M2,12.3
1230.1,C000W,132.0,20.0,M1,8.1
1171.8,C000AK,124.0,19.0,M1,8.6
963.5,C000N,105.0,17.0,M2,10.4
1280.7,C000X,136.0,21.0,M1,7.8
810.5,C000N,89.0,16.0,M2,12.4
1017.1,C000D,109.0,16.0,M4,9.8
800.7,C000T,88.0,16.0,M1,12.5
1360.7,C000AK,142.0,20.0,M2,7.4
981.3,C000V,106.0,17.0,M1,10.2
884.0,C000T,95.0,15.0,M1,11.4
1222.1,C000AT,131.0,19.0,M1,8.2
898.7,C000F,99.0,14.0,M1,11.2
1112.4,C000AY,118.0,18.0,M1,9.0
837.2,C000O,91.0,15.0,M2,11.9
764.6,C000T,82.0,15.0,M4,13.0
625.5,C000AZ,70.0,12.0,M1,16.2
804.1,C000T,87.0,14.0,M1,12.5
956.7,C000Z,103.0,18.0,M4,10.6
981.7,C000AJ,106.0,19.0,M2,10.1
770.7,C000Y,84.0,13.0,M2,13.0
1434.2,C000C,152.0,22.0,M1,6.9
810.2,C000O,88.0,14.0,M1,12.3
979.3,C000D,105.0,17.0,M4,10.2
819.7,C000T,89.0,15.0,M1,12.2
1172.5,C000W,123.0,19.0,M1,8.6
776.2,C000Y,84.0,15.0,M2,12.8
1350.2,C000AK,141.0,20.0,M2,7.4
825.9,C000AI,89.0,16.0,M1,12.0
768.3,C000N,83.0,16.0,M2,13.1
895.1,C000F,95.0,16.0,M1,11.2
924.7,C000T,102.0,17.0,M1,10.9
1369.6,C000AK,144.0,21.0,M1,7.3
832.3,C000S,91.0,16.0,M1,11.9
1860.8,C000W,194.0,25.0,M1,5.4
828.5,C000Z,90.0,14.0,M4,12.1
1058.6,C000AJ,113.0,18.0,M2,9.5
1221.7,C000AK,130.0,18.0,M2,8.2
1052.7,C000T,115.0,18.0,M1,9.5
598.5,C000AZ,69.0,12.0,M1,16.7
1279.4,C000AK,135.0,20.0,M2,7.9
781.3,C000S,85.0,15.0,M1,12.7
1184.8,C000J,126.0,18.0,M1,8.5
824.3,C000O,88.0,15.0,M1,12.1
965.9,C000AY,105.0,16.0,M1,10.3
1190.5,C000H,126.0,20.0,M1,8.4
788.9,C000O,85.0,15.0,M2,12.6
2155.9,C000X,222.0,28.0,M1,4.6
1052.3,C000H,112.0,17.0,M2,9.5
1338.0,C000V,142.0,18.0,M1,7.5
819.7,C000N,89.0,16.0,M2,12.2
768.4,C000K,83.0,15.0,M1,13.0
1328.3,C000AY,139.0,19.0,M1,7.5
1142.1,C000AY,119.0,18.0,M1,8.7
1658.4,C000AF,175.0,22.0,M1,6.0
807.5,C000Y,89.0,15.0,M2,12.4
1745.0,C000W,180.0,24.0,M4,5.7
823.2,C000Z,90.0,12.0,M1,12.2
1807.1,C000AA,188.0,24.0,M2,5.5
1084.9,C000Z,115.0,18.0,M4,9.3
949.1,C000Z,101.0,15.0,M1,10.5
981.1,C000BA,105.0,15.0,M1,10.2
831.0,C000Z,90.0,15.0,M4,12.0
1081.2,C000D,114.0,16.0,M4,9.2
1005.8,C000AY,110.0,18.0,M1,10.0
987.0,C000O,106.0,17.0,M1,10.1
1127.6,C000X,121.0,18.0,M1,8.9
1194.6,C000D,126.0,19.0,M1,8.4
1176.4,C000W,125.0,18.0,M4,8.5
1403.0,C000BA,147.0,22.0,M1,7.1
1025.4,C000AJ,111.0,16.0,M2,9.7
1357.2,C000V,141.0,20.0,M1,7.4
778.1,C000T,85.0,14.0,M1,12.8
1310.1,C000AP,137.0,17.0,M1,7.6
940.3,C000O,99.0,18.0,M2,10.6
958.6,C000F,103.0,16.0,M2,10.6
1175.7,C000X,122.0,19.0,M4,8.5
813.4,C000N,86.0,18.0,M2,12.4
1505.3,C000W,156.0,23.0,M2,6.6
818.5,C000Y,88.0,15.0,M1,12.1
1222.4,C000AK,129.0,21.0,M2,8.2
828.3,C000Y,88.0,14.0,M2,12.1
1494.3,C000AK,156.0,22.0,M2,6.7
2262.9,C000T,234.0,31.0,M1,4.4
824.8,C000Z,87.0,16.0,M1,11.9
1019.7,C000AY,110.0,16.0,M1,9.8
807.3,C000O,88.0,15.0,M2,12.4
1164.2,C000J,125.0,17.0,M2,8.6
826.6,C000T,91.0,15.0,M1,12.2
1190.3,C000AK,125.0,18.0,M2,8.4
1262.9,C000AP,134.0,21.0,M1,7.9
781.8,C000Y,85.0,14.0,M1,12.9
767.0,C000Z,84.0,16.0,M1,13.1
1132.1,C000AK,119.0,20.0,M2,8.8
806.6,C000S,90.0,16.0,M1,12.3
587.4,C000AZ,64.0,15.0,M2,17.0
1248.8,C000W,132.0,19.0,M1,8.0
903.3,C000Y,96.0,15.0,M2,11.1
1239.0,C000AK,130.0,19.0,M1,8.1
850.6,C000Y,91.0,17.0,M2,11.9
1249.3,C000AP,131.0,18.0,M1,8.0
991.2,C000D,107.0,17.0,M4,10.0
799.2,C000Z,88.0,16.0,M4,12.5
826.8,C000Y,90.0,15.0,M1,12.1
1266.5,C000AK,134.0,21.0,M4,7.9
981.1,C000Z,107.0,17.0,M4,10.2
1182.7,C000V,127.0,19.0,M5,8.5
1093.3,C000BA,117.0,17.0,M1,9.2
863.8,C000F,92.0,15.0,M1,11.7
808.9,C000O,90.0,15.0,M2,12.3
1041.6,C000S,113.0,17.0,M5,9.5
1173.1,C000W,124.0,20.0,M2,8.5
1214.6,C000AK,128.0,16.0,M4,8.2
782.3,C000S,85.0,16.0,M1,12.9
757.8,C000Y,80.0,15.0,M1,13.1
802.6,C000N,88.0,15.0,M2,12.4
1208.7,C000W,128.0,19.0,M1,8.3
921.4,C000F,100.0,16.0,M2,10.9
1428.3,C000D,151.0,20.0,M4,7.0
1107.3,C000Z,117.0,18.0,M3,9.1
832.8,C000T,90.0,16.0,M1,11.9
586.6,C000AZ,66.0,13.0,M2,16.8
761.3,C000Z,85.0,15.0,M1,13.3
819.4,C000F,89.0,15.0,M1,12.4
857.8,C000O,93.0,15.0,M2,11.7
1307.4,C000J,135.0,21.0,M1,7.6
1175.7,C000AK,123.0,18.0,M3,8.5
1381.1,C000AK,145.0,20.0,M1,7.2
901.6,C000Y,97.0,16.0,M1,11.1
822.1,C000T,89.0,15.0,M1,12.2
817.0,C000Y,89.0,16.0,M1,12.3
792.6,C000T,86.0,15.0,M4,12.6
1159.3,C000D,123.0,19.0,M4,8.6
843.1,C000N,92.0,15.0,M2,11.9
800.0,C000Z,87.0,14.0,M1,12.4
989.6,C000AJ,105.0,18.0,M2,10.1
899.7,C000AI,97.0,16.0,M5,11.1
996.4,C000F,104.0,15.0,M1,10.2
840.0,C000O,91.0,15.0,M2,12.0
799.4,C000S,88.0,15.0,M1,12.5
795.1,C000Y,85.0,15.0,M5,12.5
784.8,C000Z,87.0,14.0,M5,12.8
1154.6,C000AS,124.0,18.0,M4,8.6
735.5,C000S,81.0,14.0,M5,13.6
1299.1,C000I,137.0,20.0,M2,7.7
771.1,C000N,82.0,15.0,M2,13.1
547.6,C000AZ,62.0,13.0,M2,18.5
863.4,C000T,93.0,14.0,M1,11.6
1124.9,C000W,119.0,18.0,M1,8.9
845.7,C000Z,90.0,17.0,M2,11.8
1054.7,C000AJ,112.0,18.0,M2,9.5
814.9,C000S,89.0,17.0,M2,12.2
1011.2,C000AJ,108.0,18.0,M4,9.9
793.0,C000T,86.0,14.0,M1,12.5
1444.3,C000W,152.0,22.0,M5,7.0
756.6,C000Y,83.0,13.0,M2,13.3
1220.8,C000AF,129.0,18.0,M1,8.1
885.9,C000T,94.0,17.0,M1,11.2
786.6,C000Z,87.0,14.0,M4,12.8
1089.5,C000AJ,116.0,17.0,M2,9.2
1324.1,C000W,140.0,21.0,M4,7.6
847.0,C000S,92.0,15.0,M1,11.7
1144.3,C000AK,122.0,16.0,M2,8.6
1346.5,C000AF,142.0,19.0,M4,7.4
839.6,C000Z,91.0,14.0,M5,11.8
2886.9,C000AA,295.0,35.0,M2,3.5
1074.7,C000AK,115.0,18.0,M5,9.3
970.6,C000T,103.0,16.0,M5,10.2
1198.6,C000AY,127.0,18.0,M5,8.3
1148.3,C000J,123.0,19.0,M1,8.7
885.3,C000Y,95.0,17.0,M5,11.3
955.5,C000D,102.0,17.0,M4,10.5
1097.0,C000AY,117.0,18.0,M1,9.1
839.4,C000Y,91.0,14.0,M1,12.0
1334.0,C000W,141.0,20.0,M2,7.5
1053.9,C000AJ,112.0,17.0,M2,9.5
855.3,C000Z,94.0,14.0,M4,11.7
981.1,C000Z,103.0,16.0,M5,10.2
1040.4,C000AJ,110.0,19.0,M2,9.6
1006.4,C000V,106.0,16.0,M1,10.0
551.8,C000AZ,62.0,13.0,M2,18.0
1262.3,C000J,132.0,19.0,M4,7.9
857.1,C000F,94.0,16.0,M1,11.7
1359.3,C000J,142.0,19.0,M1,7.3
1012.8,C000F,108.0,17.0,M1,9.8
909.7,C000N,98.0,18.0,M2,11.0
716.6,C000N,78.0,13.0,M2,13.8
1269.5,C000X,133.0,21.0,M5,7.9
537.9,C000AZ,61.0,13.0,M2,18.5
885.7,C000T,97.0,16.0,M5,11.2
1175.7,C000X,124.0,18.0,M4,8.5
796.2,C000F,87.0,15.0,M1,12.5
1258.7,C000AP,132.0,19.0,M1,8.0
828.5,C000F,90.0,16.0,M5,12.1
1172.2,C000J,125.0,19.0,M1,8.5
772.6,C000N,84.0,15.0,M2,13.0
1191.6,C000AT,126.0,19.0,M1,8.4
989.6,C000F,104.0,15.0,M1,10.1
1217.7,C000J,128.0,20.0,M1,8.2
837.8,C000F,89.0,14.0,M1,12.0
788.4,C000N,86.0,16.0,M2,12.6
965.1,C000T,102.0,16.0,M5,10.3
1209.8,C000AK,128.0,19.0,M1,8.3
1160.8,C000W,124.0,18.0,M5,8.6
1204.1,C000AK,126.0,20.0,M5,8.3
828.8,C000Y,91.0,14.0,M1,12.0
904.4,C000E,97.0,16.0,M2,11.1
1106.9,C000X,118.0,19.0,M4,9.0
765.8,C000O,84.0,15.0,M1,13.0
994.0,C000AJ,105.0,17.0,M2,10.1
836.1,C000Y,92.0,15.0,M5,11.8
1499.9,C000AS,158.0,23.0,M1,6.7
955.7,C000Y,103.0,18.0,M1,10.6
775.6,C000F,84.0,16.0,M1,12.9
1120.4,C000O,118.0,19.0,M1,8.9
1380.4,C000D,144.0,22.0,M4,7.2
954.3,C000O,100.0,17.0,M1,10.6
863.2,C000F,93.0,16.0,M1,11.5
595.1,C000AZ,66.0,11.0,M1,16.9
831.9,C000S,91.0,15.0,M5,12.1
1161.2,C000AK,122.0,20.0,M4,8.6
883.2,C000BA,95.0,15.0,M1,11.4
947.9,C000AJ,102.0,17.0,M2,10.5
1050.4,C000Z,112.0,19.0,M1,9.5
1264.7,C000AJ,134.0,19.0,M1,7.9
1313.5,C000AF,138.0,21.0,M4,7.6
1186.6,C000X,126.0,19.0,M1,8.5
1252.6,C000X,132.0,21.0,M4,7.9
893.2,C000F,97.0,18.0,M1,11.2
1007.8,C000AY,109.0,16.0,M1,10.0
825.7,C000F,88.0,13.0,M1,12.2
868.8,C000Z,94.0,15.0,M5,11.5
1349.3,C000Z,141.0,20.0,M1,7.4
1168.1,C000AK,127.0,18.0,M5,8.6
960.6,C000O,102.0,16.0,M1,10.5
825.2,C000F,90.0,14.0,M1,12.1
1862.4,C000X,192.0,26.0,M1,5.4
597.7,C000AZ,65.0,13.0,M1,16.7
1070.4,C000Y,114.0,19.0,M1,9.4
1152.8,C000AK,123.0,17.0,M1,8.7
791.9,C000T,86.0,16.0,M4,12.6
1639.7,C000AK,171.0,22.0,M1,6.1
1269.2,C000W,133.0,20.0,M2,7.9
812.9,C000Y,88.0,16.0,M1,12.3
850.1,C000T,93.0,15.0,M1,11.8
2398.5,C000AK,248.0,31.0,M2,4.2
886.2,C000Y,95.0,16.0,M5,11.2
1247.7,C000R,132.0,18.0,M1,8.1
809.8,C000Z,87.0,16.0,M3,12.4
969.2,C000AY,104.0,17.0,M5,10.3
787.1,C000O,86.0,14.0,M2,12.7
999.6,C000N,107.0,16.0,M4,10.0
1081.2,C000X,115.0,19.0,M4,9.3
1170.5,C000X,124.0,19.0,M5,8.5
1212.2,C000AK,129.0,18.0,M1,8.2
867.5,C000O,96.0,14.0,M1,11.5
1004.2,C000O,107.0,18.0,M2,10.0
790.5,C000T,87.0,15.0,M1,12.7
739.1,C000Y,80.0,14.0,M5,13.6
1499.4,C000AK,157.0,22.0,M5,6.7
1258.9,C000W,133.0,19.0,M1,7.9
1127.0,C000W,120.0,19.0,M5,8.9
817.4,C000O,88.0,15.0,M1,12.1
1028.6,C000AY,108.0,18.0,M1,9.8
801.4,C000Z,87.0,15.0,M5,12.5
1248.6,C000V,133.0,21.0,M3,8.0
836.3,C000AI,89.0,15.0,M4,12.0
603.6,C000AZ,68.0,14.0,M2,16.5
1387.9,C000X,147.0,21.0,M4,7.2
773.9,C000O,83.0,14.0,M1,12.8
983.5,C000H,104.0,17.0,M1,10.2
875.9,C000Z,96.0,16.0,M5,11.5
1083.1,C000AY,116.0,17.0,M1,9.2
971.6,C000AY,104.0,17.0,M5,10.3
1023.9,C000O,110.0,18.0,M1,9.8
1171.6,C000AY,124.0,17.0,M1,8.5
811.1,C000AQ,90.0,17.0,M1,12.3
861.0,C000O,93.0,15.0,M5,11.6
1019.1,C000AY,108.0,17.0,M4,9.8
823.7,C000F,89.0,12.0,M1,12.1
1439.8,C000AY,151.0,22.0,M5,6.9
612.3,C000AZ,67.0,15.0,M1,16.2
1223.9,C000AY,129.0,19.0,M1,8.2
761.8,C000F,82.0,16.0,M1,13.1
793.9,C000O,86.0,16.0,M1,12.5
913.9,C000Z,98.0,15.0,M1,11.0
1184.8,C000W,125.0,19.0,M5,8.4
782.7,C000Y,85.0,16.0,M5,12.8
1217.3,C000AK,129.0,19.0,M2,8.2
768.3,C000S,83.0,16.0,M2,13.1
805.5,C000Z,86.0,15.0,M5,12.4
1296.6,C000S,137.0,20.0,M4,7.6
1177.9,C000W,125.0,22.0,M5,8.5
930.8,C000Y,100.0,16.0,M5,10.8
900.2,C000BA,97.0,15.0,M5,11.1
1242.6,C000W,132.0,18.0,M5,8.1
1359.6,C000AP,142.0,21.0,M1,7.3
1072.1,C000E,114.0,18.0,M5,9.3
1163.4,C000J,125.0,19.0,M4,8.6
1412.1,C000W,147.0,22.0,M1,7.1
761.8,C000Y,84.0,15.0,M5,13.1
1664.1,C000AF,173.0,24.0,M1,6.0
853.4,C000Z,92.0,16.0,M5,11.7
1152.4,C000AK,120.0,19.0,M5,8.7
895.9,C000Z,96.0,14.0,M5,11.2
1396.7,C000AY,146.0,20.0,M5,7.2
1353.5,C000J,143.0,20.0,M4,7.4
998.8,C000N,107.0,18.0,M2,10.1
1020.5,C000O,109.0,16.0,M1,9.7
846.2,C000N,91.0,14.0,M2,12.0
950.0,C000T,103.0,17.0,M1,10.5
1263.8,C000W,132.0,19.0,M1,7.9
1214.4,C000A,129.0,18.0,M4,8.3
872.5,C000S,94.0,16.0,M1,11.5
1296.9,C000AK,137.0,21.0,M2,7.7
1159.5,C000Z,122.0,19.0,M5,8.6
784.5,C000T,85.0,15.0,M1,12.6
810.5,C000Z,88.0,16.0,M5,12.5
1267.7,C000W,133.0,21.0,M2,7.9
1022.3,C000AJ,108.0,17.0,M1,9.8
865.3,C000Z,95.0,17.0,M1,11.6
775.5,C000Y,85.0,15.0,M5,12.8
990.2,C000AJ,105.0,18.0,M2,10.1
823.9,C000B,89.0,15.0,M1,12.1
806.2,C000Y,88.0,15.0,M5,12.5
639.8,C000AZ,71.0,11.0,M2,15.4
872.4,C000O,95.0,16.0,M2,11.4
1292.3,C000AJ,138.0,21.0,M1,7.7
890.2,C000Z,96.0,16.0,M5,11.3
1365.9,C000AJ,144.0,21.0,M2,7.3
1275.5,C000AP,133.0,20.0,M1,7.9
853.8,C000Y,92.0,16.0,M1,11.7
1147.5,C000AK,123.0,20.0,M4,8.7
1008.4,C000T,109.0,16.0,M5,9.8
767.9,C000Z,84.0,16.0,M1,13.1
828.5,C000T,90.0,15.0,M1,12.1
766.2,C000N,81.0,16.0,M2,13.1
1802.6,C000AT,188.0,24.0,M1,5.5
1136.1,C000AX,121.0,18.0,M4,8.8
1479.6,C000AK,155.0,23.0,M2,6.8
1096.8,C000AY,117.0,18.0,M1,9.1
818.3,C000O,90.0,14.0,M2,12.2
791.7,C000S,85.0,13.0,M1,12.8
1346.3,C000AP,143.0,19.0,M1,7.4
816.1,C000O,90.0,16.0,M1,12.3
1039.8,C000AY,111.0,17.0,M4,9.5
1086.8,C000AY,115.0,20.0,M1,9.3
878.7,C000Y,95.0,17.0,M1,11.4
891.9,C000AQ,98.0,17.0,M1,11.2
1047.1,C000D,112.0,18.0,M4,9.6
1001.4,C000O,107.0,16.0,M1,10.0
1033.5,C000AY,110.0,17.0,M4,9.6
991.0,C000AY,108.0,18.0,M1,10.1
1286.0,C000X,137.0,19.0,M4,7.7
944.2,C000Z,103.0,17.0,M1,10.7
1202.8,C000AK,128.0,20.0,M2,8.3
1191.6,C000AK,128.0,20.0,M2,8.4
1134.2,C000AY,121.0,19.0,M1,8.8
1235.4,C000I,131.0,19.0,M1,8.1
861.7,C000T,93.0,16.0,M1,11.6
952.0,C000Z,103.0,16.0,M1,10.4
1243.7,C000W,131.0,20.0,M2,8.0
802.8,C000T,87.0,16.0,M1,12.5
1104.4,C000AJ,118.0,18.0,M5,9.0
824.3,C000Z,89.0,15.0,M1,12.1
819.7,C000Y,88.0,14.0,M1,12.1
920.1,C000N,99.0,15.0,M2,10.8
1241.2,C000AY,131.0,19.0,M1,8.1
946.7,C000O,101.0,17.0,M2,10.5
1140.8,C000X,120.0,20.0,M4,8.8
850.5,C000N,92.0,14.0,M2,11.8
1233.0,C000J,130.0,19.0,M1,8.1
928.3,C000H,100.0,17.0,M1,10.8
978.7,C000AY,104.0,18.0,M1,10.3
1321.1,C000X,140.0,20.0,M1,7.6
792.5,C000S,87.0,13.0,M1,12.7
1278.5,C000AK,135.0,19.0,M1,7.8
1158.0,C000W,124.0,17.0,M1,8.7
1096.8,C000AK,115.0,18.0,M2,9.1
640.2,C000AZ,70.0,14.0,M2,15.5
785.0,C000Y,87.0,13.0,M1,12.8
777.9,C000F,84.0,14.0,M1,12.8
1343.7,C000X,139.0,21.0,M1,7.4
831.7,C000N,90.0,15.0,M2,12.1
1208.0,C000X,127.0,19.0,M1,8.3
883.6,C000F,97.0,16.0,M1,11.3
1171.4,C000X,123.0,19.0,M1,8.6
575.5,C000AZ,64.0,14.0,M2,17.4
915.7,C000AY,99.0,17.0,M1,10.8
831.0,C000T,90.0,17.0,M1,12.2
913.2,C000T,96.0,16.0,M1,10.9
1156.5,C000W,125.0,19.0,M5,8.6
802.8,C000Z,87.0,14.0,M1,12.6
1020.1,C000AJ,108.0,17.0,M2,9.8
815.0,C000T,87.0,17.0,M1,12.3
1173.3,C000W,125.0,17.0,M5,8.5
851.7,C000Y,92.0,16.0,M4,11.7
903.1,C000T,99.0,16.0,M1,11.1
1308.5,C000AX,139.0,22.0,M2,7.7
1092.4,C000B,115.0,17.0,M1,9.2
894.2,C000N,97.0,16.0,M2,11.1
1241.2,C000AP,130.0,20.0,M1,8.0
880.0,C000N,93.0,15.0,M2,11.4
1155.2,C000X,122.0,19.0,M1,8.6
538.8,C000BC,62.0,12.0,M1,18.5
1298.0,C000W,136.0,21.0,M5,7.8
1251.7,C000J,131.0,20.0,M4,8.0
838.3,C000O,91.0,16.0,M2,12.0
1076.4,C000H,113.0,18.0,M5,9.3
823.7,C000F,89.0,15.0,M1,12.2
1284.4,C000X,134.0,20.0,M1,7.8
958.4,C000T,105.0,16.0,M1,10.5
1186.4,C000V,126.0,18.0,M5,8.4
825.6,C000T,90.0,17.0,M1,12.0
1293.9,C000AF,136.0,22.0,M4,7.7
1111.5,C000AK,118.0,18.0,M5,9.0
846.6,C000Z,92.0,16.0,M1,11.8
1236.8,C000T,132.0,19.0,M1,8.1
877.0,C000Y,93.0,17.0,M4,11.3
1219.7,C000AK,129.0,19.0,M1,8.2
1433.0,C000AK,149.0,22.0,M2,7.0
